"claim_id","claim","evidence_status","source_id","locator","retrieval_date","supports_page","notes","interpretive_status","editorial_status","publication_status","status_reason","superseded_by"
"IH-245","The Supreme Court order of 11 March 2026 and its late-May modification is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The correction to the live Danino page and is currently reached via T4 web search only.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L459","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-246","The DMC 2027 guidelines is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries Eligibility and is currently reached via 2026 guidelines via web.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L460","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-247","DEDR entries (veli three times; 1546; 1762; 2529; 3963) is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries Naming and etymology candidates and is currently reached via On GitHub per RERUN section 1 - checkable, but no checks are logged.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L461","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-248","Sangam, Tolkappiyam, Tevaram, the Pali canon, the Asokan edicts, the Saunaka Atharvaveda and a clean Chandogya is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries Everything Tamil, Pali and Prakrit that is not the Kural and is currently reached via NOT OBTAINED / NOT FOUND.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L462","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-249","Bash is allow-listed to GitHub, PyPI and npm; GRETIL Gottingen and SARIT return 403 from bash but are reachable by web_fetch; the verse-verification method that worked was search, then concordant independent results, then verbatim agreement; a dedicated Indic-text connector would remove the friction.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L464","","","Section 8 access constraint, recorded from VELI-09 section P. Relevant to this repository's own egress handling: a 403 at the proxy is logged as EGRESS_BLOCKED rather than worked around.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-250","The project's records disagree on the atlas site count: 140 (live Enter and the owner's visual document), 150 (MANIFEST description and VELI-02), 158 (live Explore), 167 rising to 175 (VELI-09 section N and the live page title), 194 (VELI-02 section 6, VELI-03 parsed records, VELI-13), 199 (site-class rows); windows 299 (visual document) against 315 (VELI-02/03).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L474","","","CONTRADICTION X-01. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: Extract the atlas dataset to JSON, count, and generate every stated figure from it; until then no document prints a site count.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-251","The project's records disagree on the page count: 58 (VELI-00/01/02/05, 30 Aug), 69 (the external review's build), 85 by ls (VELI-09 section AB), 102 (live Research Index header), 127 (T4 count of index entries), ~135 (T4 including routes and .md files).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L475","","","CONTRADICTION X-02. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: Count the deployed directory; the live site has more pages than any project file records, so either 42 pages were built between 2 and 4 Sep in the unretrievable session or the live index counts routes the files do not.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-252","The project's records disagree on the corpus total: 17,934,563 (gret_scan.json, VELI-00/03) against 17,919,338 (RERUN.md).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L476","","","CONTRADICTION X-03. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: The JSON wins; correct RERUN and announce the correction under Standing Order 4.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-253","The project's records disagree on the Vedic totals: 700,000, 660,000 and 840,248.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L477","","","CONTRADICTION X-04. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: Reconcile from per-file counts in gret_scan.json; no page carries one until this is done.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-254","The project's records disagree on the-curve.html page title: '1.8 million words... absent from most of it' against the finding (a 17.9 million-word scan; absent from 840,248, or 4.7%).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L478","","","CONTRADICTION X-05. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: Fix the title, marked 'fix first' at VELI-06 C1.1; the handoff marks it 'verify done' and unconfirmed.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-255","The project's records disagree on jati in the Brahmanas: VELI-03 gives jati = 0 in the Samhitas and Brahmanas as a raw string count absent in every sense, while VELI-09 section V refuses an earlier '236 jati in Satapatha' as substring noise.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L479","","","CONTRADICTION X-06. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: If a raw substring search of the Satapatha returns 236, then either the 840,248-word set excludes the Satapatha or the 0 is a whole-token count; state the exact text set and method behind V-02 before it is used again.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-256","The project's records disagree on the Taittiriya size: 166,000 words (VELI-03, with a padapatha caveat) against 163,264 whole tokens (VELI-09 section V).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L480","","","CONTRADICTION X-07. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: Probably a units difference; record both with their basis.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-257","The project's records disagree on the primary domain: intoveli.com (VELI-06 A8, changelog #3) against AncientSouthAsia.com (VELI-06 C4 item 3) against melakeela.com, now owned (HD-14).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L481","","","CONTRADICTION X-08. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: C4 is stale text and HD-14 holds the question open.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-258","The project's records disagree on the brand architecture: Model D 'Into Veli = door' (VELI-06 A9), then the three-word system with Melakeela as mode (PENDING-RULE 18), then Melakeela-as-primary as a live option (1 Sep), then the T5 files assuming 'Veli = institution and ledger, Melakeela = door'.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L482","","","CONTRADICTION X-09. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: None adopted by the owner beyond 'not finalised'; every T5 document and the deck should be read as carrying an unresolved name.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-259","The project's records disagree on the MVP shape: Four successive proposals recorded at S-10.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L483","","","CONTRADICTION X-10. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: None adopted.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-260","The project's records disagree on the ingestion layer: PENDING-RULE 13 proposes one Veli Collections ingestion layer normalising ten museums, while T4 explicitly defers multi-museum ingestion.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L484","","","CONTRADICTION X-11. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: Both are Claude-origin and the owner has decided neither.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-261","The project's records disagree on the working groups: VELI-12 gives eleven working groups while the T5 comparison concludes a 4-6 person executive core is better.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L485","","","CONTRADICTION X-12. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: Claude reversed itself within one thread; check which the prospectus VELI-13 uses.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-262","The project's records disagree on the DMC date: VELI-12 Year 1 is December 2026 while VELI-13 Part B is December 2027.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L486","","","CONTRADICTION X-13. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: VELI-12 must be corrected or marked superseded on its face.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-263","The project's records disagree on seafaring: The live rakhigarhi page says there is no seafaring in the Rigveda while the site's corpus file records nau- at n = 40.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L487","","","CONTRADICTION X-14. The handoff treats each as a Rule 15 violation (status inconsistent across files) until resolved, and rules that the least-complete record determines the canonical status. Resolution path recorded: Re-run from rv_tokens.tsv and correct the page.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
